mid,ld,vrn,y,m,mo,ec,col,dd,tld,pav,rc,amfv,pn,ddob,ft,d,s,id
"3249339426024","07.09.2018 12:53:10","LK31 ARH","14.07.2014 11:35:41","Aston Martin","Prius","1084","Brown","The windshield wipers, in a bid for fame, auditioned for a talent show and performed a synchronized dance routine that left the audience baffled and slightly damp.","Repair","38764,06","24168,59","165409","C!LY9#$3#!1 25#!8#$W#K","13.05.2001","DIESEL/MHEV","3","7","26.07.2023 21:45:43"
"3923219359205","25.03.2019 14:53:58","NA45 XMX","09.08.2011 18:52:48","Nissan","CX-9","2558","Purple","The cup holder, in an attempt to break free from its mundane existence, developed a secret passion for salsa dancing and swayed to the rhythm of every pothole.","Repair","18870,36","21188,71","172530"," !C !L #Y @8$#983 @4 @3! P K","06.12.1956","DIESEL","5","7","26.07.2023 21:45:43"
"5080928660075","06.10.2020 16:32:49","RD40 VOY","21.11.2009 08:21:24","Smart","Camaro","3991","Silver","The side mirror, feeling inspired by Picasso, decided to express itself artistically and created a shattered glass mosaic on the car's exterior.","TotalLoss","14269,72","21814,70","46845"," !C$L!$Y!@0# 7#2@#3 @9$#3#M@$F","13.01.1967","DIESEL","0","7","26.07.2023 21:45:43"
"9965252062682","27.05.2023 06:10:55","WS99 MCQ","28.10.2016 18:03:17","Mazda","CX-9","5158","Blue","The exhaust pipe, feeling like a performer, emitted bursts of colorful smoke in rhythm with the car's favorite songs, transforming the road into a psychedelic dance floor.","TotalLoss","18356,23","29188,17","193918","C$#L$Y#@4#0 $9 !389 Z#@I","24.12.1995","DIESEL/ELECTRIC","3","5","26.07.2023 21:45:43"
"6908883333096","20.08.2020 18:04:30","SD15 UVP","04.03.2021 18:34:21","Land Rover","Ranchero","1634","Silver","The air conditioning, in a moment of whimsy, emitted cool air in the shape of ice cream cones, turning the car into an icy treat truck.","TotalLoss","41262,38","32833,58","49801","#C$!L #Y!#8!@5@#2#7# 83 #A$@H","29.03.1971","DIESEL","0","3","26.07.2023 21:45:43"
"8024175032834","05.09.2020 14:25:44","GK66 CMO","12.04.2021 05:10:45","Ferrari","Focus","1009","Pink","The exhaust pipe, feeling like a performer, emitted bursts of colorful smoke in rhythm with the car's favorite songs, transforming the road into a psychedelic dance floor.","TotalLoss/Repair","18916,09","29656,02","36628","!C$ L@$Y5 @3$!3 #6$3!1!@O!$N","17.03.1962","PETROL/ALCOHOL","3","4","26.07.2023 21:45:43"
"5211736198445","15.05.2020 03:10:16","DF30 KVS","26.12.2020 23:32:52","Fiat","Volt","3751","Navy","The rearview mirror, in a moment of enlightenment, started reflecting motivational quotes and affirmations to uplift the car's occupants during their journeys.","Repair","36405,71","21015,57","","!@C@ L @Y!@3@ 2855! 0 #M#M","","PETROL/ELECTRIC","4","6","26.07.2023 21:45:43"
"793495517219","18.04.2021 12:51:20","UM87 ENF","16.06.2022 06:55:05","Hyundai","Element","5054","Brown","The tire, in a moment of rebellion, attempted to roll away and explore the world on its own, leaving the car stranded and bewildered.","Repair","12825,32","18325,40","174178","@#CLY!@8 5 9 7$62$U! O","12.02.1966","PETROL","4","2","26.07.2023 21:45:43"
"3687994159492","09.06.2022 23:34:04","BJ24 WED","02.02.2006 20:30:54","Kia","Cruze","5354","Pink","The side mirror, feeling adventurous, sprouted tiny wings and attempted to take flight, providing a bird's-eye view of the road before reluctantly returning to its original position.","TotalLoss","21486,20","43513,90","21730","@C!$L!Y$!5 !8# 7@ 87!8#RC","29.03.2004","DIESEL/MHEV","3","7","26.07.2023 21:45:43"
"7728162747917","14.03.2019 17:29:46","AJ90 IXK","18.12.2013 02:45:10","Chevrolet","ATS","3314","Magenta","The windshield wipers, in a moment of rebellion, formed a synchronized tap-dancing troupe and showcased their moves on the car's windshield, providing entertainment for the car's occupants.","TotalLoss","47066,93","23059,98","124067","#@C@!L!#Y$ 8@!261# 30#@M@ T","21.06.1996","ELECTRIC","3","3","26.07.2023 21:45:43"
"6544565296792","15.04.2020 16:13:52","JO93 ZLE","05.09.2011 20:09:44","Ferrari","Alpine","2066","Green","The hood ornament, in a moment of mischief, developed the ability to change its shape and transformed into a comical caricature of the car's owner.","Repair","20783,13","27430,50","19200","!$C@$LY! 4 $3#!3@ 8@18#$WS","25.08.1989","DIESEL/MHEV","2","3","26.07.2023 21:45:43"
"7900735437805","09.09.2019 07:27:39","QG79 CZZ","06.07.2010 23:06:51","Polestar","Civic","5079","Red","The exhaust pipe, feeling like a superhero, emitted smoke signals that formed intricate shapes and messages in the sky, dazzling witnesses with its smoke art.","TotalLoss/Repair","49522,67","40869,27","177459","#@C@$LY#$9!908!$1$@7#I@R","","PETROL/ELECTRIC","3","5","26.07.2023 21:45:43"
"2909222525369","19.10.2019 03:01:07","NO13 IBG","07.09.2004 23:20:12","Fiat","Roadster","4969","White","","Repair","45583,97","49869,21","39238","@ C $L Y #79@!56@$88!G$#Z","20.07.1958","DIESEL/MHEV","6","7","26.07.2023 21:45:43"
"4328136364903","24.07.2022 05:52:57","ON55 FMI","08.08.2005 07:55:50","Chrysler","Camaro","2556","Black","The horn, feeling a bit melodramatic, decided to transform into a trombone and serenade the streets with a dramatic rendition of 'The Sound of Car Horns.'","TotalLoss","40168,83","36633,69","39592","#!C@$L$Y#$44$#86 !3$ 5@N@!S","29.10.1984","DIESEL/MHEV","3","6","26.07.2023 21:45:43"
"7456872175710","29.08.2020 02:55:28","CX63 BLX","17.11.2006 02:11:00","Honda","Mustang","3158","Orange","The sunroof, feeling adventurous, transformed into a giant slide and provided an exhilarating exit strategy for the car's occupants.","TotalLoss","16162,73","23917,77","180675","@#C$ LY#@9$@6 #4#0!$4 9!@W !O","25.12.1996","PETROL/ALCOHOL","5","6","26.07.2023 21:45:43"
"4567266400462","23.12.2021 12:35:18","PE57 EZP","30.09.2013 13:10:15","Mercedes Benz","Mercielago","3477","Indigo","The sunroof, in a moment of rebellion, decided to take a vacation to a sunnier climate and left the car's occupants basking in the unexpected sunshine.","TotalLoss","27636,89","30631,01","188413","$@CL Y@$31@#2@$6#$1#$0@#F$!T","04.02.1990","PETROL/ELECTRIC","2","2","26.07.2023 21:45:43"
"8864835558834","02.08.2020 07:23:48","SE93 IVR","07.12.2005 09:01:31","Chevrolet","Wrangler","1910","Red","The air conditioning, feeling theatrical, emitted bursts of scented smoke that filled the car with a dramatic ambiance, turning every drive into a melodramatic journey.","Repair","44386,92","31119,12","29946","@C@ L #Y!6 $8$ 6@2 6#5R Y","19.09.1985","DIESEL/ELECTRIC","2","3","26.07.2023 21:45:43"
"186911446912","23.04.2020 07:09:48","FC60 ANX","31.12.2004 22:16:14","Fiat","911","2063","Indigo","The glove compartment, feeling like a personal assistant, offered witty comebacks and sarcastic remarks to the car's occupants' requests and inquiries.","Repair","14870,07","19255,48","161277","C@L!Y!#409$@095 U#!A","19.04.2005","PETROL","5","2","26.07.2023 21:45:43"
"6431066470105","","NY86 VTU","10.07.2017 12:12:06","Jeep","Escalade","6605","Pink","The glove compartment, feeling like a magician's treasure chest, produced a never-ending supply of random objects, from rubber ducks to party hats, surprising the car's occupants with each opening.","TotalLoss","15534,44","32463,20","62378","#@CLY 0! 7!@6#3@$6@$0#!KC","19.01.1994","PETROL/ELECTRIC","5","","26.07.2023 21:45:43"
"4131715195529","24.06.2020 23:17:31","SC14 ZUJ","23.08.2004 07:14:35","Hyundai","PT Cruiser","4955","Gray","The exhaust pipe, in a moment of environmental awareness, emitted bursts of fresh air infused with the scent of flowers, turning the car into a mobile garden of fragrance.","Repair","27934,42","15055,46","197383","@CL @Y$ 9#@4@8!9@7#1$#A#T","26.10.1954","DIESEL/ELECTRIC","4","4","26.07.2023 21:45:43"
"8543087907756","01.08.2019 16:19:32","TZ72 RPN","09.10.2011 16:52:47","Ford","Ranchero","4436","Blue","In a stunning display of aerodynamics, the hubcap managed to take flight and become the neighborhood's newest Frisbee champion.","TotalLoss/Repair","12268,18","10382,08","112121","#@CL@Y$9 @0$@2 8$6@!8$ Z$#W","02.10.1984","PETROL/ELECTRIC","","4","26.07.2023 21:45:43"
"9408819158185","18.11.2020 16:22:54","UN42 AXZ","20.02.2022 03:55:05","Bentley","Impala","6466","White","The exhaust pipe, in a moment of rebellion, emitted bursts of confetti and party streamers, turning the car into a mobile celebration on wheels.","TotalLoss/Repair","28938,52","10414,33","163410","$!C# L$ Y@5$#7$!91$6@0@#D@#F","28.12.1966","PETROL/ALCOHOL","2","7","26.07.2023 21:45:43"
"2944590031400","30.10.2019 11:26:16","JW42 XEH","27.01.2009 19:41:50","Bugatti","V90","6077","Purple","In a valiant attempt to mimic a superhero landing, the bumper discovered it lacked the necessary powers and crumbled under the pressure.","TotalLoss","30140,78","17495,58","73328","@!C $L$#Y$@1@!22!$7! 8!$9AI","17.05.1993","DIESEL/ELECTRIC","5","3","26.07.2023 21:45:43"
"3241447259400","16.08.2021 01:30:22","JL87 KKE","24.02.2021 07:12:18","Porsche","Grand Cherokee","4341","Lime","The side mirror, in a playful mood, developed a sense of humor and began reflecting funny caricatures of the car's occupants, eliciting laughter and amusement.","TotalLoss/Repair","14234,31","38561,62","150842","!#C$!LY$3@$6@#0 $7#@2!#9EZ","07.04.1986","DIESEL","0","0","26.07.2023 21:45:43"
"7716429553271","29.08.2019 04:59:25","HX91 VXA","13.08.2013 14:13:05","Dodge","A8","5066","Green","The hood ornament, feeling like a fashionista, transformed into a mini runway and showcased the latest car accessory trends during red light stops.","TotalLoss","38378,43","18336,20","56289","CL$@Y 6@ 3! 7@ 3!$6@6$A! V","19.05.1986","ELECTRIC","5","8","26.07.2023 21:45:43"
"5444677275606","07.08.2022 16:58:59","NY51 BMQ","04.07.2015 22:41:02","Fiat","Taurus","5520","Brown","In a valiant attempt to mimic a superhero landing, the bumper discovered it lacked the necessary powers and crumbled under the pressure.","TotalLoss/Repair","11952,91","19654,91","104281","@ CL @Y!$3@ 2 $61$!5 0@#E# S","08.05.1973","PETROL","","5","26.07.2023 21:45:43"
"4213633375246","04.09.2020 15:12:57","JO92 OWG","30.08.2003 20:00:47","Porsche","911","5995","Red","The trunk, in a bid to become a superhero's secret hideout, transformed into a concealed escape pod and promised to teleport the car's occupants to safety in times of need.","TotalLoss/Repair","34083,34","3816,02","177960","$C$!L#Y1!#5!1@!0$@5#@3 AI","26.10.1968","DIESEL","5","8","26.07.2023 21:45:43"
"4466577064638","28.05.2020 02:53:06","WX11 IWR","29.09.2011 06:06:25","Chevrolet","Fiesta","3732","Yellow","The rearview mirror, tired of being constantly judged, decided to launch a campaign promoting self-love and body positivity for mirrors everywhere.","Repair","39899,91","8052,22","76525","#$C#L !Y 6@$87 $9 $9 @6I#@P","31.08.1978","PETROL/ALCOHOL","","0","26.07.2023 21:45:43"
"5565068694335","05.05.2022 01:39:09","ZG54 JRQ","11.06.2015 06:35:01","Hyundai","Silverado","2040","Yellow","A band of mischievous monkeys mistook the antenna for a tree branch, resulting in an impromptu monkey bar session that left it bent out of shape.","TotalLoss","19852,95","2286,13","139295","@#C@!L! Y #6 $3!@6!$9@13#$OF","10.05.1954","PETROL","","5","26.07.2023 21:45:43"
"5861828568389","28.11.2020 09:49:50","TU44 HWP","12.07.2010 14:10:18","Bugatti","2","2343","Blue","The rearview mirror, in a desperate plea for attention, resorted to moonlighting as a disco ball but was promptly rejected by the dance floor.","TotalLoss","42381,79","2147,63","12588","@!C @L$#Y@ 0 @5$ 5$#3@!1 @1$O$#Q","23.01.2002","ELECTRIC","5","3","26.07.2023 21:45:43"
"4900314539877","16.06.2022 00:47:00","GX54 YTV","07.08.2014 01:24:10","Kia","Grand Cherokee","3495","Red","The cup holder, in an act of rebellion, decided to embrace its true calling as a popcorn holder and turned the car into a mobile movie theater.","Repair","21506,29","1261,47","182958"," C@!LY #656@$68# 5! K$ H","28.07.1963","DIESEL","4","9","26.07.2023 21:45:43"
"9575203482536","05.10.2022 16:06:35","XH86 KJI","07.06.2019 17:54:18","Chevrolet","Beetle","1627","Maroon","The steering wheel, in a moment of rebellion, turned itself into a giant joystick and challenged the car's occupants to a game of virtual racing, providing a unique gaming experience on the road.","Repair","11627,77","49927,86","91193","$!C L$Y!#5 #108 3@$8$!II","23.03.1963","PETROL/LPG","4","9","26.07.2023 21:45:43"
"231978675969","14.04.2020 05:04:06","DV59 HDD","04.03.2006 18:25:36","Chevrolet","Mercielago","1377","Maroon","The hood ornament, tired of being overshadowed, transformed into a disco ball and turned the car into a rolling dance party.","Repair","39101,41","7207,31",""," !C!L#Y!9@!9!#1!$754@!DB","08.07.2001","PETROL/ALCOHOL","4","2","26.07.2023 21:45:43"
"2807115326469","24.12.2019 13:52:37","EY81 UMD","02.11.2006 01:07:40","Rolls Royce","Element","1234","White","The air conditioning, in a bid for ultimate relaxation, emitted calming scents and played soothing nature sounds, creating a serene and tranquil atmosphere inside the car.","TotalLoss","20860,27","37412,69","37376"," !CL $Y@$1$!3! 6$ 72@!4!Z@Z","26.11.1991","DIESEL","4","4","26.07.2023 21:45:43"
"4511044979093","02.07.2019 10:27:20","UH18 FCR","01.08.2006 09:42:26","Fiat","Expedition","5816","Magenta","The bumper, trying to assert its dominance on the road, engaged in a game of chicken with a rogue shopping cart and came out with a dent and a bruised ego.","TotalLoss","24979,21","32810,33","62235","#C#!L!$Y @3$ 88$1@#3 !6 $H$@N","11.12.1970","DIESEL/ELECTRIC","6","9","26.07.2023 21:45:43"
"6224062616780","14.02.2021 08:52:11","HP16 WGQ","20.07.2010 04:38:54","Bentley","Mercielago","6924","Gray","The windshield, in a poetic act, developed a love for rainbows and started projecting vibrant colors across the car's interior during rainfall.","TotalLoss","28860,26","21183,44","120981"," !CL!#Y !4# 7 @99!@6@3$!F#@C","17.09.1981","PETROL","3","2","26.07.2023 21:45:43"
"8545958928916","15.03.2019 09:24:39","WH40 CUQ","14.08.2013 05:53:08","Volkswagen","XTS","3932","Red","The air conditioning, in a moment of whimsy, emitted cool air in the shape of ice cream cones, turning the car into an icy treat truck.","TotalLoss","25346,97","","168068","C#!L$ Y$#0@!6#!6$#3 !1@$2D !V","28.06.1964","ELECTRIC","","8","26.07.2023 21:45:43"
"1385422793939","","IO38 YFO","09.03.2021 15:45:20","Chrysler","Model T","3109","Blue","The glove compartment, in a moment of rebellion, hid the car owner's phone and wallet as a playful prank, only to reveal them later with a mischievous grin.","Repair","43985,41","6008,16","34670"," #C!#LY$!44! 75! 7$4@!Q #J","01.11.1997","PETROL/ELECTRIC","4","2","26.07.2023 21:45:43"
"1654013796009","26.07.2020 09:22:04","SB71 WID","11.07.2007 16:00:18","Nissan","Corvette","4115","Blue","The hood ornament, in a moment of curiosity, sprouted a pair of googly eyes and provided a quirky perspective on the road ahead.","TotalLoss/Repair","39898,13","32059,29","16385"," @C$@L$ Y@#1@91!4 #4$!2$@BW","31.05.1976","DIESEL/ELECTRIC","3","8","26.07.2023 21:45:43"
"1404265412180","17.08.2022 04:51:06","ER30 UNV","26.12.2008 16:27:52","Porsche","Taurus","3898","Yellow","The windshield wipers, feeling rebellious, broke into a spontaneous conga line on the car's windshield, adding a lively rhythm to rainy drives.","Repair","13385,08","6123,00","113435","C@#L$!Y7 @7$@4#!1! 2 $4@!O@!C","24.12.1984","ELECTRIC","0","2","26.07.2023 21:45:43"
"8348617789196","25.09.2021 13:57:54","AO19 HZW","23.01.2022 21:44:04","Kia","Mustang","2028","Purple","The rear seat, craving a more comfortable life, decided to take a vacation in the world of recliners and refused to return to an upright position.","Repair","9079,52","47578,92","197082","!@C$L@Y!6!$2#25 #4#$2@ B#!Z","24.09.1958","PETROL","0","4","26.07.2023 21:45:43"
"9086670372194","07.06.2021 06:53:06","JN03 OIN","20.06.2018 17:18:33","Lamborghini","Volt","3927","Teal","The gas cap, inspired by fashion week, decided to become the car's trendiest earring but unfortunately got left behind at the pump.","Repair","12819,44","12881,76","98528","#!C !LY#$7@4 $7#$3 #8 !9A#M","16.09.1992","PETROL/ELECTRIC","0","3","26.07.2023 21:45:43"
"8172048494713","30.07.2020 00:13:28","HG21 JUK","24.08.2015 04:17:03","Cadillac","Accord","1255","Pink","The cup holder, in an act of rebellion, launched an all-out protest against lukewarm beverages and demanded only the hottest coffee on the road.","TotalLoss/Repair","12028,00","11315,78","71503","C@L $Y$@8!98$ 7! 9@5Q$@D","18.01.1990","DIESEL/ELECTRIC","3","","26.07.2023 21:45:43"
"6331762848665","25.10.2021 05:27:25","DX64 XZD","02.08.2007 07:49:06","Mini","Prius","4896","Lime","The CD player, in a moment of rebellion, played only catchy jingles from TV commercials, turning the car into a rolling advertisement jamboree.","TotalLoss/Repair","27885,76","36088,29","2188"," C# L$Y$19# 7$@89#@3#$K!@J","07.12.1989","PETROL","0","8","26.07.2023 21:45:43"
"1854508986569","13.11.2022 02:34:45","HI80 QEL","16.04.2020 09:02:56","Ferrari","Mercielago","4786","Red","The sunroof, in a moment of rebellion, decided to moonlight as a starry night sky, projecting constellations and shooting stars on the car's ceiling.","TotalLoss/Repair","23535,41","17314,08","8748","$ C$#LY #6!@7$!6 $1!3@ 8!@A#@Z","22.04.1960","DIESEL/MHEV","6","2","26.07.2023 21:45:43"
